"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.0186465733848e-05,0.473746894287512,0.87,0.538,1,"14","PCSK7"
5.05017752092662e-05,0.679474835254817,0.319,0.134,1,"14","FRA10AC1"
5.05452425121344e-05,0.616912141879174,0.319,0.13,1,"14","AMZ2"
5.05715559009356e-05,0.812353028416768,0.319,0.133,1,"14","OSTM1"
5.06625108815939e-05,0.870105468515579,0.275,0.111,1,"14","ROCK2"
5.07974952395074e-05,0.346159551651751,0.841,0.56,1,"14","MACF1"
5.0822617044588e-05,0.737636007956352,0.377,0.171,1,"14","POGZ"
5.14621540363969e-05,0.577267781539466,0.377,0.164,1,"14","IDH2"
5.18141781307158e-05,0.514189689273258,0.536,0.25,1,"14","MED6"
5.18474689008563e-05,0.362097300152719,0.71,0.366,1,"14","BDP1"
5.26007063732514e-05,0.710003175162939,0.275,0.108,1,"14","ZNF160"
5.29084355846976e-05,0.513786425301745,0.406,0.177,1,"14","SNX17"
5.30576766879509e-05,0.599709410973445,0.623,0.353,1,"14","XAF1"
5.35189697048466e-05,0.46250035550417,0.594,0.309,1,"14","GNPTAB"
5.37556301736242e-05,0.290555016077011,0.58,0.269,1,"14","CSNK2A1"
5.6238898179517e-05,0.488393221251951,0.899,0.593,1,"14","ARID4B"
5.6378142587965e-05,0.534610473171899,0.275,0.106,1,"14","METTL17"
5.68939499023813e-05,0.569598932889648,0.464,0.218,1,"14","CALCOCO2"
5.7345066708292e-05,0.512517971673797,0.275,0.106,1,"14","GDI1"
5.74420890704364e-05,0.428556209201833,0.377,0.16,1,"14","ZNF830"
5.75462398795246e-05,0.365958779905087,0.855,0.523,1,"14","CD81"
5.77545185089789e-05,0.711593292611411,0.275,0.109,1,"14","XPOT"
5.80249534620769e-05,0.567388263892614,0.406,0.183,1,"14","RAB3GAP2"
5.83116967878272e-05,0.566600069122621,0.507,0.246,1,"14","PUM2"
5.92251219317941e-05,0.690781657562096,0.319,0.134,1,"14","TRRAP"
5.9305374785934e-05,0.710210147374488,0.362,0.162,1,"14","ICE1"
5.96992194319412e-05,0.644472888204736,0.493,0.243,1,"14","PBRM1"
5.99189436920611e-05,0.418350861548177,0.565,0.271,1,"14","STIM2"
6.07132552576939e-05,0.582309494296906,0.565,0.277,1,"14","CCDC69"
6.07957407243731e-05,0.331446216391148,0.754,0.403,1,"14","C12orf75"
6.14946475261391e-05,0.562235297534554,0.435,0.203,1,"14","ZBTB11"
6.15683257847444e-05,0.561678577281499,0.754,0.435,1,"14","SCP2"
6.25716260136411e-05,0.590302580588073,0.435,0.202,1,"14","MRPL47"
6.26762354845045e-05,0.492006733475267,0.464,0.216,1,"14","SPPL2A"
6.28251849825734e-05,0.434440424565469,0.58,0.282,1,"14","MARCH6"
6.31410816338551e-05,0.573592413500827,0.391,0.174,1,"14","CCPG1"
6.34266209573742e-05,0.471811044796483,0.362,0.154,1,"14","PIK3R5"
6.47309781451888e-05,0.404522083918214,0.29,0.114,1,"14","ATP6V1B2"
6.57304189062291e-05,0.339696959226381,0.536,0.248,1,"14","ARHGAP4"
6.61762088811635e-05,0.680536963652485,0.29,0.118,1,"14","SYT11"
6.76743783087908e-05,0.409265530650991,0.638,0.318,1,"14","RBM23"
6.78999673009439e-05,0.622361786196282,0.391,0.176,1,"14","KBTBD2"
6.90114175903034e-05,0.430273531918383,0.899,0.595,1,"14","CLEC2D"
6.9154284413786e-05,0.670830253948593,0.29,0.116,1,"14","ZNF224"
6.95387886422427e-05,0.515576588718279,0.362,0.156,1,"14","DHX40"
7.0677296200472e-05,0.283509616181878,0.522,0.239,1,"14","APMAP"
7.07180874723878e-05,0.478544096848434,0.536,0.267,1,"14","KIAA2026"
7.11407623246174e-05,0.431890827506316,0.275,0.106,1,"14","MAST3"
7.23228400676401e-05,0.576925275350238,0.71,0.444,1,"14","BOD1L1"
7.24517123327217e-05,0.610501375064729,0.275,0.108,1,"14","LEMD3"
7.31871244965543e-05,0.61461787961974,0.29,0.117,1,"14","AGO1"
7.4449598919557e-05,0.299013582289577,0.507,0.234,1,"14","TERF1"
7.50292965543409e-05,0.33168808394778,0.377,0.16,1,"14","UTP23"
7.62413702932729e-05,0.73913138797932,0.275,0.11,1,"14","LRMP"
7.64945257702987e-05,0.438597141011898,0.667,0.357,1,"14","SETX"
7.67666253247423e-05,0.584714763295412,0.493,0.241,1,"14","RAPGEF1"
7.86747630117102e-05,0.612061732438832,0.464,0.224,1,"14","SAMD9L"
7.87812743772154e-05,0.510675013446278,0.391,0.171,1,"14","GSDMD"
7.89534962712946e-05,0.412346438448042,0.406,0.179,1,"14","PPP3CC"
7.97119832465221e-05,0.415480862688507,0.435,0.197,1,"14","AGFG1"
8.01907989078643e-05,0.61664031222959,0.522,0.26,1,"14","RBBP7"
8.02974590499161e-05,0.639475445957876,0.348,0.153,1,"14","NELFCD"
8.16253461393135e-05,0.55911384104596,0.507,0.26,1,"14","SPG7"
8.31792696438516e-05,0.416654022026892,0.797,0.44,1,"14","DHX36"
8.3347603315298e-05,0.350080438882367,1,0.897,1,"14","RBM39"
8.41667181135097e-05,0.67908198162553,0.522,0.28,1,"14","USP8"
8.68333996666415e-05,0.496205371673447,0.754,0.413,1,"14","PABPN1"
8.70446199698893e-05,0.764570911072942,0.261,0.103,1,"14","STX5"
8.71478549941962e-05,0.398338483967078,0.565,0.28,1,"14","CSNK1D"
9.02416636459069e-05,0.470363511453168,0.435,0.199,1,"14","FBXO9"
9.11612418508234e-05,0.452937712407607,0.841,0.555,1,"14","CREBRF"
9.12014655660709e-05,0.36062760050285,0.391,0.17,1,"14","U2AF2"
9.24142757374735e-05,0.390579292395953,0.391,0.172,1,"14","NPIPB5"
9.35011778955275e-05,0.490962823041003,0.667,0.369,1,"14","GTF2I"
9.58068675243062e-05,0.856960083660032,0.275,0.114,1,"14","GOLT1B"
9.662686656986e-05,0.330974191454442,0.696,0.358,1,"14","CHD4"
9.67959718674027e-05,0.603526198204879,0.377,0.169,1,"14","MED23"
9.80380499777667e-05,0.537043714105704,0.464,0.226,1,"14","TANK"
9.81552315670875e-05,0.679576675752282,0.333,0.145,1,"14","PSMF1"
9.86893943570877e-05,0.82907784985055,0.333,0.15,1,"14","CYC1"
0.000100716110959631,0.731867603086126,0.29,0.12,1,"14","CAMK1D"
0.000104018173548548,0.514823812536461,0.667,0.356,1,"14","LAMTOR5"
0.000104096027857326,0.609107164878798,0.42,0.203,1,"14","CMIP"
0.000104177960974727,0.700148909372957,0.304,0.129,1,"14","CRNKL1"
0.000105435181329661,0.386785884921982,0.609,0.297,1,"14","PTEN"
0.000108461849416042,0.582855545345999,0.261,0.103,1,"14","SCPEP1"
0.000108496328815599,0.624645494529861,0.406,0.192,1,"14","CDK2AP2"
0.000109273045853397,0.645098189454592,0.29,0.119,1,"14","MED21"
0.000109296179249041,0.617228546650526,0.275,0.111,1,"14","ZNF274"
0.000109638441165849,0.466877101095317,0.507,0.251,1,"14","FLI1"
0.000110107537018234,0.574505498072621,0.348,0.152,1,"14","TFG"
0.000110876044367991,0.561321972420122,0.304,0.126,1,"14","SSSCA1"
0.000111253694032198,0.330051919738465,0.884,0.547,1,"14","VPS13C"
0.000112604926203241,0.654183177598131,0.261,0.104,1,"14","ZBTB21"
0.000113969005664183,0.326563313011394,0.333,0.139,1,"14","SAMD4B"
0.000114560986410606,0.574092294007794,0.623,0.324,1,"14","ABI1"
0.000115831750451045,0.783935711889945,0.29,0.121,1,"14","CGRRF1"
0.000116519307281626,0.368924095432795,0.449,0.204,1,"14","TTC1"
0.000117486219971985,0.349484758773749,0.623,0.316,1,"14","ITSN2"
0.000117550284541856,0.544602274680073,0.522,0.265,1,"14","RCN2"
0.000117802964346048,0.552960839902833,0.362,0.16,1,"14","KMT2B"
0.00011850992798812,0.36507891762551,0.551,0.268,1,"14","SRPK2"
0.000118780309549926,0.503237817923774,0.841,0.585,1,"14","SEC62"
0.000120714610539085,0.46985469130538,0.507,0.267,1,"14","IFI44L"
0.000122375983095502,0.435951468010588,0.377,0.166,1,"14","TWISTNB"
0.000124173097495239,0.335681520595801,0.667,0.327,1,"14","BCAS2"
0.000125209279679517,0.460037763626623,0.493,0.235,1,"14","MTF2"
0.000126365886502278,0.647797730336552,0.261,0.104,1,"14","YY1AP1"
0.000127626897977517,0.388923014402637,0.594,0.303,1,"14","NFATC2IP"
0.000131309912106303,0.465539593612325,0.42,0.194,1,"14","SIPA1"
0.000131626608215418,0.41355495036581,0.551,0.281,1,"14","PPP2R5E"
0.000135019798530145,0.576407767662455,0.464,0.232,1,"14","SMARCE1"
0.000135340011630181,0.371581038276474,0.667,0.375,1,"14","SPN"
0.000135569546189318,0.472436259061091,0.391,0.178,1,"14","CHMP2B"
0.0001362650045027,0.383548373622939,0.739,0.407,1,"14","PCF11"
0.000138718661530701,0.350290772167579,0.768,0.455,1,"14","GOLGA4"
0.000139239271807368,0.645266273058997,0.304,0.129,1,"14","LINC00476"
0.000140786261750181,0.569780140765019,0.261,0.104,1,"14","ERV3-1"
0.000142256481953318,0.824433614797053,0.348,0.162,1,"14","NELFE"
0.000142707751699334,0.604736307375171,0.319,0.14,1,"14","USO1"
0.00014274737811526,0.80115132125811,0.261,0.107,1,"14","ACO2"
0.00014444159994631,0.41301656206556,0.464,0.22,1,"14","DDX52"
0.000145837680055827,0.700933685227851,0.348,0.154,1,"14","PARP9"
0.000146399787639417,0.473322935052377,0.42,0.195,1,"14","UBE2V2"
0.000147133071382477,0.26649009928879,0.464,0.211,1,"14","TRAPPC2"
0.000149714788478805,0.651385454430122,0.377,0.179,1,"14","ADPGK"
0.000149761941144133,0.251456116424337,0.493,0.229,1,"14","PLEKHA1"
0.000150575153964327,0.32597785112958,0.522,0.253,1,"14","MED13L"
0.000152150265238404,0.440283462482972,0.391,0.179,1,"14","EHMT1"
0.000152232018825638,0.536128521392482,0.783,0.471,1,"14","WAC"
0.000153957263025584,0.32794023940149,0.493,0.239,1,"14","RAB11FIP1"
0.000158164484965972,0.525789464099432,0.565,0.304,1,"14","SMC3"
0.000159176573808484,0.399348621918665,0.42,0.195,1,"14","AZIN1"
0.000159502638574116,0.393118037035464,0.493,0.242,1,"14","SCFD1"
0.000164576393806293,0.466372619467185,0.942,0.652,1,"14","SFPQ"
0.000165331717571826,0.396033686632203,0.464,0.218,1,"14","MPHOSPH10"
0.000165627109077526,0.453290876588703,0.638,0.347,1,"14","EWSR1"
0.000166424625993811,0.261643532915979,0.362,0.157,1,"14","ADAM8"
0.000166461403259044,0.777955745484483,0.275,0.117,1,"14","PTS"
0.000166980370446046,0.477635214137053,0.551,0.281,1,"14","MEAF6"
0.000169616696872987,0.594006611584943,0.333,0.147,1,"14","AL354733.3"
0.000170254139401527,0.527933862204897,0.478,0.238,1,"14","MAF1"
0.000170985269652091,0.626570727305578,0.304,0.13,1,"14","UTP18"
0.000171019149552309,0.535752448766264,0.362,0.169,1,"14","TRG-AS1"
0.0001716363406572,0.552435555330095,0.42,0.204,1,"14","PRKAA1"
0.000171806436557453,0.685392834573436,0.319,0.142,1,"14","OSBPL9"
0.000172893434216226,0.380033227468031,0.696,0.364,1,"14","EAPP"
0.000175810849595948,0.812269767918188,0.261,0.107,1,"14","SIPA1L1"
0.000176671359559011,0.349522130865164,0.493,0.237,1,"14","IGF2R"
0.000177208542590401,0.389225101312048,0.406,0.187,1,"14","ATXN2"
0.000177378220648228,0.379230521216893,0.449,0.213,1,"14","RSRC1"
0.000177565037108307,0.589417834627854,0.42,0.205,1,"14","COL4A3BP"
0.000177861238956245,0.510681687533175,0.478,0.238,1,"14","ARHGAP25"
0.000178767492332144,0.621845257544736,0.348,0.157,1,"14","PMF1"
0.000179031368253479,0.509983949019321,0.275,0.113,1,"14","CAMK2G"
0.000179113455197832,0.496134876737585,0.623,0.335,1,"14","CCDC12"
0.000180966530830551,0.373649405257801,0.507,0.249,1,"14","CTBP1"
0.000182598568720715,0.597807142956725,0.333,0.147,1,"14","SNX13"
0.000185594954172696,0.465067800826374,0.536,0.264,1,"14","HBP1"
0.000188721326831454,0.663644426491662,0.304,0.132,1,"14","PDHB"
0.000188864133010558,0.38506521383306,0.623,0.336,1,"14","RNASEH2B"
0.000189532429903272,0.490374720345215,0.522,0.271,1,"14","SHOC2"
0.000190193101540004,0.272842992029999,0.609,0.302,1,"14","SSBP4"
0.00019098539598672,0.646948402845457,0.304,0.134,1,"14","POU2F1"
0.000191187237901014,0.618947899324231,0.29,0.123,1,"14","SF3B4"
0.000191292282197164,0.534295459881724,0.304,0.129,1,"14","HPS4"
0.000193723154923386,0.389181811945889,0.551,0.271,1,"14","APEX1"
0.00019414601020884,0.412491546572447,0.652,0.334,1,"14","ATP5PB"
0.000195332033020357,0.555759611133613,0.493,0.263,1,"14","MKNK2"
0.000198283432770063,0.361685709714858,0.391,0.174,1,"14","NUDCD3"
0.000198338880463389,0.496529391246055,0.362,0.165,1,"14","CNST"
0.000200729505215547,0.710150532768407,0.406,0.195,1,"14","SMARCC2"
0.000203437580925003,0.312388678854524,0.478,0.233,1,"14","CHST12"
0.000203554450816767,0.726844611969328,0.377,0.184,1,"14","GNL1"
0.000204799502726782,0.294754425816673,0.609,0.304,1,"14","TRIM44"
0.000204984927072216,0.411165736389879,0.42,0.198,1,"14","PITPNB"
0.000206613458641369,0.623680024233731,0.319,0.142,1,"14","AHCYL1"
0.00020686508176837,0.429597158190621,0.377,0.17,1,"14","C19orf25"
0.000207035250158638,0.704636753333769,0.348,0.165,1,"14","BACH1"
0.000207475190725503,0.472844661447226,0.348,0.153,1,"14","COIL"
0.000212914100548023,0.505793392156513,0.435,0.215,1,"14","TUT7"
0.000213183973599929,0.388757220121142,0.275,0.112,1,"14","MRPL16"
0.000213736694969269,0.421566520093957,0.855,0.577,1,"14","KRT10"
0.000214697732869418,0.610490409184028,0.391,0.183,1,"14","SCLT1"
0.000215866561018796,0.434747226841804,0.478,0.233,1,"14","TOMM5"
0.000217015259782016,0.572634993089343,0.261,0.106,1,"14","ZNF335"
0.000217963074730987,0.617825509218458,0.29,0.124,1,"14","MAP4K5"
0.000218011359280901,0.425465415198821,0.319,0.139,1,"14","GABPB2"
0.000220641601525351,0.269596633774117,0.493,0.233,1,"14","VPS36"
0.000221674733089428,0.465980161232523,0.435,0.211,1,"14","GALNT1"
0.000222914468505975,0.649629120549843,0.464,0.241,1,"14","SLC39A10"
0.00022789073411289,0.362399121917915,0.406,0.186,1,"14","VOPP1"
0.000234718256248101,0.388730024645036,0.826,0.521,1,"14","OGA"
0.000236086326276697,0.565757887571468,0.275,0.115,1,"14","PLA2G16"
0.00023697557091551,0.293408383349466,0.348,0.15,1,"14","RNF113A"
0.000238207491878528,0.384673808815074,0.536,0.266,1,"14","B4GALT1"
0.000240728005659552,0.287745773489662,0.333,0.146,1,"14","FNDC3B"
0.000240867243248344,0.371258514986919,0.377,0.172,1,"14","RAF1"
0.00024173946454753,0.398681110477723,0.348,0.154,1,"14","MARK2"
0.00024338324995532,0.306852964490742,0.754,0.405,1,"14","NCOR1"
0.000244088968140987,0.346625760484549,0.507,0.252,1,"14","USP47"
0.000244244912929625,0.421748066321548,0.565,0.307,1,"14","NSD1"
0.000244366844852184,0.516532101679735,0.348,0.158,1,"14","DHX29"
0.00024477964029801,0.471072166356257,0.623,0.316,1,"14","BUD31"
0.000248971374855911,0.372243621501657,0.928,0.643,1,"14","PNN"
0.000252729896944581,0.616186176656039,0.29,0.125,1,"14","NAGK"
0.000253293785549724,0.346459953883003,1,0.907,1,"14","TSC22D3"
0.000254097063042469,0.477034588526538,0.348,0.157,1,"14","OGFR"
0.000254976089242298,0.535469126849924,0.275,0.115,1,"14","SLC35E2B"
0.000255064611775158,0.319031608869939,0.29,0.122,1,"14","PECAM1"
0.000255160440288726,0.601036401649647,0.348,0.161,1,"14","EFR3A"
0.000255424718400787,0.564561599813079,0.304,0.133,1,"14","AP3D1"
0.000257135928549479,0.665222086620457,0.261,0.108,1,"14","RPP30"
0.000258636241514454,0.406465005327692,0.406,0.191,1,"14","ATP2A3"
0.000259057892000314,0.459331798639204,0.478,0.239,1,"14","NCOA1"
0.000259493392435362,0.310562954760878,0.319,0.137,1,"14","CUL4A"
0.000260724644756571,0.357907260891839,0.551,0.274,1,"14","ZBTB38"
0.000261153250228574,0.404673002587223,0.565,0.292,1,"14","PDS5A"
0.000261678837349288,0.286161760875906,0.783,0.445,1,"14","AKNA"
0.000263057977772929,0.610309216083081,0.594,0.348,1,"14","RBM17"
0.000268920953230944,0.336453068623736,0.884,0.567,1,"14","UTRN"
0.000269270730840043,0.59965910863319,0.377,0.18,1,"14","MOB3A"
0.000271078463534025,0.329475416873051,0.841,0.487,1,"14","TRA2A"
0.000272322640701983,0.372638754291529,0.377,0.172,1,"14","TLK2"
0.000278934967234967,0.271777650358827,0.913,0.586,1,"14","FLNA"
0.000282125635526098,0.400144822642748,0.304,0.131,1,"14","UPF3B"
0.000282142899471483,0.277043419914749,0.609,0.306,1,"14","SECISBP2"
0.000282972186988584,0.341682982514344,0.841,0.516,1,"14","TAF1D"
0.000283435398787946,0.540512123904812,0.478,0.243,1,"14","WAPL"
0.000283599127237855,0.435179860181137,0.406,0.19,1,"14","CLTB"
0.000283782082125317,0.390897614526559,0.377,0.173,1,"14","CSNK2A2"
0.000287399295422652,0.418557894778446,0.609,0.314,1,"14","NDUFA6"
0.000291431094362249,0.437286167956976,0.362,0.166,1,"14","LRBA"
0.00029165097802597,0.453878869054902,0.42,0.201,1,"14","VPS26A"
0.000296460352390504,0.295781097742584,0.377,0.171,1,"14","DDX42"
0.00029978039682832,0.425272777878601,0.391,0.185,1,"14","PPTC7"
0.000301586553697053,0.37209266201839,0.362,0.162,1,"14","PSMD2"
0.000303006609062573,0.336682780798552,0.493,0.237,1,"14","MTERF4"
0.000303457728145995,0.418122452535423,0.362,0.164,1,"14","SNX5"
0.000304774123321083,0.41116089738317,0.348,0.156,1,"14","UBE2E3"
0.000305550682550226,0.520480302446837,0.348,0.16,1,"14","MAPKAP1"
0.000308218798076965,0.424160222054094,0.536,0.275,1,"14","SPEN"
0.000313180375479893,0.554626776071979,0.449,0.223,1,"14","USP1"
0.000318929411838198,0.606344364230579,0.261,0.109,1,"14","EGLN1"
0.000319968566518947,0.473413646136217,0.333,0.15,1,"14","SMG7"
0.000321325054088328,0.482052669463638,0.696,0.396,1,"14","IDI1"
0.000324359632840387,0.414471676341181,0.667,0.367,1,"14","PHF20"
0.00032522555322001,0.389020684328625,0.58,0.305,1,"14","WBP11"
0.000326668095371963,0.905144953463066,0.275,0.121,1,"14","TIMMDC1"
0.000329604687508533,0.560667111412858,0.362,0.172,1,"14","KHSRP"
0.000331668356040815,0.452114416824391,0.42,0.202,1,"14","EMD"
0.000333290228085037,0.57722244065314,0.261,0.109,1,"14","SENP2"
0.000333302450163275,0.548964726139586,0.406,0.196,1,"14","HBS1L"
0.000333508470340194,0.262095272194676,0.565,0.277,1,"14","DDX27"
0.000335576088302147,0.544312546115733,0.478,0.249,1,"14","DNAJC15"
0.000341967951436706,0.322671546040397,0.638,0.339,1,"14","SNRNP70"
0.000346058538140515,0.294488607598427,0.826,0.507,1,"14","FAM49B"
0.000349709966890988,0.59286981789843,0.362,0.172,1,"14","NDE1"
0.000350175116883289,0.290817443737561,0.986,0.855,1,"14","ARPC2"
0.00035181091576697,0.296505559748076,0.377,0.172,1,"14","S1PR5"
0.000352701540925482,0.517706318342944,0.594,0.348,1,"14","ZBTB1"
0.000352832935458514,0.619216219292307,0.362,0.175,1,"14","DNAJC10"
0.000357190162014076,0.613243544755475,0.42,0.214,1,"14","UHRF2"
0.000359661191529526,0.351003134321812,0.464,0.232,1,"14","CCR7"
0.000365521491198617,0.321237279500164,0.333,0.148,1,"14","CD320"
0.000365717933569432,0.353118914304966,0.435,0.205,1,"14","TMEM9B"
0.000366086158770873,0.365964075880381,0.565,0.296,1,"14","ALG13"
0.000366885395988836,0.449177291917813,0.652,0.36,1,"14","ZNF644"
0.000370413531457725,0.497549822335895,0.333,0.151,1,"14","DDX39A"
0.000380502047077513,0.414549761471461,0.348,0.159,1,"14","RYK"
0.000380566709021091,0.540100147041584,0.449,0.24,1,"14","AC103591.3"
0.000382379573240055,0.632045875764001,0.319,0.147,1,"14","RPAP3"
0.000383798688558645,0.333167212688937,0.464,0.225,1,"14","STK24"
0.000388585047232715,0.544629703653663,0.478,0.241,1,"14","PSMB8-AS1"
0.000388750628514956,0.604969930775651,0.275,0.12,1,"14","LGALS9"
0.000391354348298067,0.410217771017296,0.551,0.286,1,"14","THUMPD3-AS1"
0.000391981704924049,0.38710344245621,0.478,0.239,1,"14","LRP10"
0.00039224167496088,0.397257486527263,0.377,0.176,1,"14","FAM53C"
0.000392870945149504,0.494502369677069,0.391,0.188,1,"14","EIF6"
0.000396228466319259,0.674657844444351,0.478,0.263,1,"14","BLOC1S2"
0.000397350067529167,0.457270100029674,0.29,0.126,1,"14","KPNA1"
0.000397421416851396,0.269977964850039,0.391,0.181,1,"14","MLXIP"
0.000400573384382374,0.371390191226011,0.522,0.271,1,"14","NECAP1"
0.000401833557741593,0.329511010591001,0.551,0.285,1,"14","UBL3"
0.000402674383654267,0.370296807537924,0.594,0.31,1,"14","TGFBR2"
0.000403139950705178,0.461373629414231,0.652,0.355,1,"14","LSM14A"
0.00040591790703437,0.41953293868799,0.42,0.2,1,"14","FUNDC2"
0.00040783406410938,0.354416616051799,0.42,0.201,1,"14","ANKRD17"
0.000409354466346157,0.502267642227261,0.333,0.153,1,"14","TRAF5"
0.000411027507480455,0.437064635915178,0.522,0.271,1,"14","LMAN1"
0.000413907085201393,0.478402824927287,0.362,0.17,1,"14","NUMB"
0.000414482554270901,0.578930052867846,0.29,0.129,1,"14","SSRP1"
0.000422173084672739,0.338172266905763,0.652,0.348,1,"14","ANP32E"
0.000422828960215949,0.674044844209443,0.275,0.122,1,"14","SC5D"
0.000422996514113816,0.383791271620728,0.42,0.203,1,"14","NSUN6"
0.000424867300645504,0.715803332525075,0.261,0.112,1,"14","RNF5"
0.000428438257754848,0.369592870684775,0.348,0.161,1,"14","TGFBR1"
0.000433518389803433,0.379450184912267,0.826,0.539,1,"14","LY6E"
0.000434560095144976,0.306460481986012,0.449,0.224,1,"14","AC025164.1"
0.000437122965572634,0.317086224181357,0.899,0.629,1,"14","PLAC8"
0.000442928665788767,0.434463413800344,0.638,0.361,1,"14","PPP1CC"
0.000450121164644379,0.685761450569292,0.333,0.158,1,"14","NDUFS3"
0.000450369321759458,0.573318791253589,0.29,0.129,1,"14","SCAF8"
0.000452855687482545,0.432758477303549,0.435,0.214,1,"14","ERP44"
0.000454587873621515,0.467378739952105,0.406,0.2,1,"14","SMARCD1"
0.000455774531533448,0.390756813680742,0.652,0.365,1,"14","CCNH"
0.00045588749072567,0.433837715933862,0.435,0.214,1,"14","TARDBP"
0.000462080078028171,0.443805477708197,0.319,0.142,1,"14","SLBP"
0.000462629260277181,0.257420174013376,0.261,0.108,1,"14","SCAMP4"
0.000465990905770486,0.321318324449558,0.913,0.633,1,"14","TCF25"
0.000468325554670912,0.371936279788059,0.348,0.16,1,"14","PNPLA2"
0.000476288946213765,0.301132235130941,0.406,0.194,1,"14","FAM91A1"
0.000483381184154918,0.271977327674254,0.522,0.259,1,"14","SYTL1"
0.000494877898553403,0.264975346663922,0.507,0.256,1,"14","ZNF326"
0.00049826032494682,0.401031312802775,0.377,0.177,1,"14","UBE2G1"
0.000499173223982519,0.481009376125977,0.406,0.204,1,"14","USP14"
0.000501509803698674,0.54411786137566,0.333,0.157,1,"14","ERGIC1"
0.000505823565635444,0.410347608006033,0.435,0.215,1,"14","TNKS2"
0.00050666952631051,0.310356089990339,0.304,0.133,1,"14","SP4"
0.000508834462532359,0.429080014004223,0.275,0.118,1,"14","AC025159.1"
0.000512853518637613,0.691936709293182,0.391,0.195,1,"14","TAF9"
0.000517191038615028,0.309913833301772,0.449,0.22,1,"14","IST1"
0.00051803511445625,0.313524257521891,0.522,0.267,1,"14","ARIH1"
0.000518465743972074,0.559920816607917,0.449,0.233,1,"14","FAM32A"
0.000522925263582996,0.341142893510176,0.565,0.296,1,"14","WDR33"
0.000530564513578247,0.392515071231681,0.754,0.437,1,"14","CDK13"
0.000533045844701041,0.328046238312541,0.739,0.41,1,"14","ARPC4"
0.000533379493233621,0.346622508666032,0.391,0.189,1,"14","SMC4"
0.000533801273988166,0.407492842256691,0.464,0.236,1,"14","CPNE3"
0.000535786612800182,0.404330348631944,0.507,0.266,1,"14","VASP"
0.000545646781198839,0.297174074902816,0.391,0.185,1,"14","SAFB"
0.000546010853614609,0.308373773318845,0.29,0.126,1,"14","STK39"
0.000548263895902457,0.446800490374178,0.304,0.137,1,"14","ZEB1"
0.000550706717344029,0.348026975258102,0.638,0.363,1,"14","GLIPR1"
0.000554998316641298,0.786892802015832,0.29,0.134,1,"14","DENND1C"
0.000555208188722567,0.608520118831383,0.275,0.121,1,"14","KDM3B"
0.000556209282130515,0.309627298242873,0.493,0.25,1,"14","TOP2B"
0.000556394222263279,0.554684334042414,0.261,0.114,1,"14","UVSSA"
0.000558713062349003,0.364993454525105,0.638,0.338,1,"14","PSMD8"
0.000560803415120326,0.406646657508578,0.609,0.323,1,"14","ANXA6"
0.000563465481397074,0.2980726204846,0.565,0.291,1,"14","QKI"
0.000573430305616851,0.439586725110071,0.464,0.233,1,"14","TTC17"
0.000578641597221763,0.413179113085951,0.493,0.248,1,"14","SNF8"
0.000584091427540567,0.394728326609386,0.449,0.222,1,"14","S1PR4"
0.000588855576882485,0.48637213174016,0.362,0.174,1,"14","USP10"
0.000593999777431575,0.665386250042009,0.275,0.124,1,"14","RANBP9"
0.000596445334803297,0.418320724817003,0.652,0.383,1,"14","SP110"
0.000598262617131695,0.376237979937511,0.493,0.249,1,"14","POLE4"
0.000600751434685076,0.289164981225017,0.565,0.296,1,"14","XPO1"
0.000601863280544457,0.342898098749372,0.855,0.583,1,"14","BPTF"
0.000602178151742017,0.545354804629933,0.362,0.175,1,"14","PRKD3"
0.000608021473700981,0.27970058771965,0.971,0.722,1,"14","PTP4A2"
0.000610079806275809,0.421051252777499,0.565,0.311,1,"14","ARID4A"
0.000610618872788127,0.403156550078738,0.449,0.225,1,"14","PPP4C"
0.000615675555223572,0.408822366618348,0.493,0.259,1,"14","KLHL24"
0.000620114893343349,0.307832909458578,0.377,0.179,1,"14","NUDT3"
0.000621362932927916,0.715468352764584,0.29,0.134,1,"14","COMMD1"
0.000621579672217321,0.449821480531551,0.71,0.415,1,"14","SNRPD3"
0.000628214418191275,0.411019547907604,0.449,0.229,1,"14","SMIM7"
0.000631149649309437,0.515289322621419,0.391,0.199,1,"14","ZBTB10"
0.000632762716610502,0.452522170995521,0.522,0.281,1,"14","BRAF"
0.00064048144298634,0.32454466243883,0.565,0.293,1,"14","PSMC6"
0.000640520236987463,0.331066200969915,0.493,0.254,1,"14","INO80D"
0.000643413681698402,0.400912877632993,0.362,0.172,1,"14","STIM1"
0.000649048301150312,0.454886477493071,0.319,0.152,1,"14","RHOB"
0.000649751038220625,0.434913064642223,0.449,0.229,1,"14","FKBP2"
0.00065007507405257,0.5750449209655,0.319,0.15,1,"14","MORF4L2"
0.000654046996968027,0.287779232723362,0.696,0.361,1,"14","FOXN3"
0.000657188994621638,0.311654034327618,0.42,0.203,1,"14","ZC3H18"
0.000662501319849573,0.363484381306016,0.739,0.443,1,"14","RICTOR"
0.000663571749613068,0.452209743140887,0.275,0.129,1,"14","PTGDS"
0.000667673448758066,0.317584892958145,0.348,0.162,1,"14","RPS6KA1"
0.00066965004741415,0.586812289546141,0.29,0.133,1,"14","ARF3"
0.000671515542462142,0.556126400630699,0.29,0.132,1,"14","NIPA2"
